"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"1973";"33001014036P8";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"TERAPIA OCUPACIONAL";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"1974";"33001014037P4";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"5";"SUDESTE";"SP";"UFSCAR";"CIÊNCIAS FISIOLÓGICAS";"MESTRADO/DOUTORADO";31;3;0;0;3;0;0;0,0967741935483871
"1975";"33001014038P0";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"SP";"UFSCAR";"GESTÃO DA CLÍNICA";"MESTRADO PROF.";13;0;0;0;0;0;0;0
"1976";"33001014039P7";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"ENGENHARIA DE PRODUÇÃO";"MESTRADO";13;0;2;0;0;2;0;0,153846153846154
"1977";"33001014040P5";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"SP";"UFSCAR";"SUSTENTABILIDADE NA GESTÃO AMBIENTAL";"MESTRADO PROF.";14;0;2;1;0;2;1;0,214285714285714
"1978";"33001014041P1";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"ESTUDOS DE LITERATURA";"MESTRADO";17;0;0;0;0;0;0;0
"1979";"33001014042P8";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"BIOTECNOLOGIA E MONITORAMENTO AMBIENTAL";"MESTRADO/DOUTORADO";16;4;0;5;4;0;5;0,5625
"1980";"33001014043P4";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"EDUCAÇÃO";"MESTRADO";20;0;0;0;0;0;0;0
"1981";"33001014044P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";10;0;0;0;0;0;0;0
"1982";"33001014045P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"ESTATÍSTICA - UFSCAR/USP";"MESTRADO/DOUTORADO";20;0;3;1;0;3;1;0,2
"1983";"33001014046P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"UFSCAR";"GESTÃO DE ORGANIZAÇÕES E SISTEMAS PÚBLICOS";"MESTRADO PROF.";25;0;0;0;0;0;0;0
"1984";"33001014047P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";23;0;0;0;0;0;0;0
"1985";"33001014048P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"UFSCAR";"CONSERVAÇÃO DA FAUNA";"MESTRADO PROF.";19;1;0;0;1;0;0;0,0526315789473684
"1986";"33001014049P2";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"UFSCAR";"PROFISSIONAL EM EDUCAÇÃO";"MESTRADO PROF.";15;0;0;0;0;0;0;0
"1987";"33001014050P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"SP";"UFSCAR";"PLANEJAMENTO E USO DE RECURSOS RENOVÁVEIS";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"1988";"33001014051P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"PRODUÇÃO VEGETAL E BIOPROCESSOS ASSOCIADOS";"MESTRADO";14;5;0;0;5;0;0;0,357142857142857
"1989";"33001014052P3";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"SP";"UFSCAR";"CIÊNCIA DA INFORMAÇÃO";"MESTRADO";10;0;0;0;0;0;0;0
"1990";"33001014069P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;0;0;0;0;0;0;0
"1991";"33001014070P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"1992";"33001014071P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"1993";"33002010001P6";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"EDUCAÇÃO";"MESTRADO/DOUTORADO";95;0;0;0;0;0;0;0
"1994";"33002010002P2";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"FÍSICA";"MESTRADO/DOUTORADO";111;3;0;0;3;0;0;0,027027027027027
"1995";"33002010003P9";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENSINO DE CIÊNCIAS (MODALIDADES FÍSICA, QUÍMICA E BIOLOGIA)";"MESTRADO/DOUTORADO";32;0;0;0;0;0;0;0
"1996";"33002010004P5";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ASTRONOMIA";"MESTRADO/DOUTORADO";28;1;0;3;1;0;3;0,142857142857143
"1997";"33002010005P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"MATEMÁTICA";"MESTRADO/DOUTORADO";47;0;0;1;0;0;1;0,0212765957446809
"1998";"33002010006P8";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MATEMÁTICA APLICADA";"MESTRADO/DOUTORADO";25;0;0;1;0;0;1;0,04
"1999";"33002010007P4";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ESTATÍSTICA";"MESTRADO/DOUTORADO";28;0;0;1;0;0;1;0,0357142857142857
"2000";"33002010013P4";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"GEOCIÊNCIAS (MINERALOGIA E PETROLOGIA)";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"2001";"33002010016P3";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"GEOFÍSICA";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"2002";"33002010017P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA)";"MESTRADO/DOUTORADO";40;1;0;0;1;0;0;0,025
"2003";"33002010018P6";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIAS BIOLÓGICAS (BOTÂNICA)";"MESTRADO/DOUTORADO";24;4;0;1;4;0;1;0,208333333333333
"2004";"33002010019P2";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"FARMACOLOGIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2005";"33002010021P7";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIAS BIOLÓGICAS (BIOLOGIA GENÉTICA)";"MESTRADO/DOUTORADO";25;4;0;0;4;0;0;0,16
"2006";"33002010022P3";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA)";"MESTRADO/DOUTORADO";31;4;0;0;4;0;0;0,129032258064516
"2007";"33002010023P0";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS MORFOFUNCIONAIS";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"2008";"33002010024P6";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS (BIOLOGIA CELULAR E TECIDUAL)";"MESTRADO/DOUTORADO";23;1;2;0;1;2;0;0,130434782608696
"2009";"33002010026P9";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"CIÊNCIAS (BIOLOGIA DA RELAÇÃO PATÓGENO-HOSPEDEIRO)";"MESTRADO/DOUTORADO";21;4;0;0;4;0;0;0,19047619047619
"2010";"33002010027P5";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIAS BIOLÓGICAS (ZOOLOGIA)";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"2011";"33002010028P1";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"SOCIOLOGIA";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"2012";"33002010029P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIA SOCIAL (ANTROPOLOGIA SOCIAL)";"MESTRADO/DOUTORADO";22;0;0;1;0;0;1;0,0454545454545455
"2013";"33002010030P6";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"2014";"33002010031P2";"FILOSOFIA";"FILO";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"FILOSOFIA";"MESTRADO/DOUTORADO";41;0;0;0;0;0;0;0
"2015";"33002010032P9";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"HISTÓRIA SOCIAL";"MESTRADO/DOUTORADO";55;0;0;0;0;0;0;0
"2016";"33002010033P5";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"HISTÓRIA ECONÔMICA";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"2017";"33002010034P1";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"GEOGRAFIA (GEOGRAFIA FÍSICA)";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"2018";"33002010035P8";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"GEOGRAFIA (GEOGRAFIA HUMANA)";"MESTRADO/DOUTORADO";33;0;0;0;0;0;0;0
"2019";"33002010036P4";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ECONOMIA";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"2020";"33002010037P0";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"PSICOLOGIA (PSICOLOGIA EXPERIMENTAL)";"MESTRADO/DOUTORADO";23;0;0;9;0;0;9;0,391304347826087
"2021";"33002010038P7";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO";"MESTRADO/DOUTORADO";23;0;1;0;0;1;0;0,0434782608695652
"2022";"33002010039P3";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"PSICOLOGIA CLÍNICA";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"2023";"33002010040P1";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"PSICOLOGIA SOCIAL";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2024";"33002010045P3";"ENGENHARIAS IV";"ENGIV";"ESTADUAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";83;21;2;10;21;2;10;0,397590361445783
"2025";"33002010046P0";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";50;14;5;17;14;5;17;0,72
"2026";"33002010047P6";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"REPRODUÇÃO ANIMAL";"MESTRADO/DOUTORADO";15;2;0;0;2;0;0;0,133333333333333
"2027";"33002010048P2";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ENGENHARIA METALÚRGICA";"MESTRADO/DOUTORADO";15;10;0;0;10;0;0;0,666666666666667
"2028";"33002010049P9";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA NAVAL E OCEÂNICA";"MESTRADO/DOUTORADO";9;0;0;3;0;0;3;0,333333333333333
"2029";"33002010050P7";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"TECNOLOGIA NUCLEAR";"MESTRADO/DOUTORADO";82;51;11;1;51;11;1;0,768292682926829
"2030";"33002010052P0";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA (ENGENHARIA DE PRODUÇÃO)";"MESTRADO/DOUTORADO";15;8;5;1;8;5;1;0,933333333333333
"2031";"33002010053P6";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1968;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";23;5;0;1;5;0;1;0,260869565217391
"2032";"33002010055P9";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA DE TRANSPORTES";"MESTRADO/DOUTORADO";13;1;0;0;1;0;0;0,0769230769230769
"2033";"33002010056P5";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"PATOLOGIA";"DOUTORADO";28;0;0;0;0;0;0;0
"2034";"33002010057P1";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"PATOLOGIA EXPERIMENTAL E COMPARADA";"MESTRADO/DOUTORADO";17;2;0;0;2;0;0;0,117647058823529
"2035";"33002010059P4";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEDICINA (CLÍNICA CIRÚRGICA)";"DOUTORADO";18;0;0;0;0;0;0;0
"2036";"33002010060P2";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"MEDICINA (DERMATOLOGIA)";"MESTRADO/DOUTORADO";18;1;0;0;1;0;0;0,0555555555555556
"2037";"33002010061P9";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ALERGIA E IMUNOPATOLOGIA";"MESTRADO/DOUTORADO";12;2;1;0;2;1;0;0,25
"2038";"33002010062P5";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENDOCRINOLOGIA";"MESTRADO/DOUTORADO";23;0;0;0;0;0;0;0
"2039";"33002010064P8";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEDICINA (OBSTETRÍCIA E GINECOLOGIA)";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"2040";"33002010066P0";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"MEDICINA (MEDICINA PREVENTIVA)";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"2041";"33002010067P7";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";56;0;0;0;0;0;0;0
"2042";"33002010068P3";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"DOENÇAS INFECCIOSAS E PARASITÁRIAS";"MESTRADO/DOUTORADO";21;0;0;1;0;0;1;0,0476190476190476
"2043";"33002010069P0";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"NEUROLOGIA";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"2044";"33002010070P8";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"OTORRINOLARINGOLOGIA";"MESTRADO/DOUTORADO";11;2;0;0;2;0;0;0,181818181818182
"2045";"33002010072P0";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"MEDICINA (PEDIATRIA)";"MESTRADO/DOUTORADO";36;0;0;0;0;0;0;0
"2046";"33002010073P7";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"PSIQUIATRIA";"MESTRADO/DOUTORADO";20;0;0;0;0;0;0;0
"2047";"33002010077P2";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS ODONTOLÓGICAS";"MESTRADO/DOUTORADO";43;2;8;6;2;8;6;0,372093023255814
"2048";"33002010078P9";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"TECNOLOGIA BIOQUÍMICO-FARMACÊUTICA";"MESTRADO/DOUTORADO";13;6;0;0;6;0;0;0,461538461538462
"2049";"33002010079P5";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"FARMÁCIA (FISIOPATOLOGIA E TOXICOLOGIA)";"MESTRADO/DOUTORADO";23;1;3;0;1;3;0;0,173913043478261
"2050";"33002010080P3";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS";"MESTRADO/DOUTORADO";8;0;0;0;0;0;0;0
"2051";"33002010081P0";"FARMÁCIA";"FARM";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"FÁRMACOS E MEDICAMENTOS";"MESTRADO/DOUTORADO";14;6;2;1;6;2;1;0,642857142857143
"2052";"33002010083P2";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENFERMAGEM";"MESTRADO/DOUTORADO";16;0;1;0;0;1;0;0,0625
"2053";"33002010084P9";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"EDUCAÇÃO FÍSICA E ESPORTE";"MESTRADO/DOUTORADO";34;0;1;2;0;1;2;0,0882352941176471
"2054";"33002010085P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";43;0;0;0;0;0;0;0
"2055";"33002010086P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CONTROLADORIA E CONTABILIDADE";"MESTRADO/DOUTORADO";17;0;0;0;0;0;0;0
"2056";"33002010096P7";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS DA COMUNICAÇÃO";"MESTRADO/DOUTORADO";28;0;0;0;0;0;0;0
"2057";"33002010097P3";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"ESTADUAL";"PÚBLICA";1972;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";81;0;5;4;0;5;4;0,111111111111111
"2058";"33002010098P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";1978;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"NUTRIÇÃO E PRODUÇÃO ANIMAL";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"2059";"33002010099P6";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1976;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ANATOMIA DOS ANIMAIS DOMÉSTICOS E SILVESTRES";"MESTRADO/DOUTORADO";27;5;3;0;5;3;0;0,296296296296296
"2060";"33002010101P0";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"CIÊNCIAS DOS ALIMENTOS";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"2061";"33002010103P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"2062";"33002010104P0";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"LETRAS (LÍNGUA, LITERATURA E CULTURA ITALIANAS)";"MESTRADO/DOUTORADO";14;0;0;1;0;0;1;0,0714285714285714
"2063";"33002010105P6";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"LETRAS (LÍNGUA E LITERATURA ALEMÃ)";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"2064";"33002010106P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"LETRAS (LETRAS CLÁSSICAS)";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2065";"33002010107P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"FILOLOGIA E LÍNGUA PORTUGUESA";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"2066";"33002010108P5";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"LETRAS (EST. LING., LITERÁRIOS E TRADUTOLÓGICOS EM FRANCÊS)";"MESTRADO/DOUTORADO";35;0;0;0;0;0;0;0
"2067";"33002010109P1";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTUDOS LINGUÍSTICOS E LITERÁRIOS EM INGLÊS";"MESTRADO/DOUTORADO";18;0;0;1;0;0;1;0,0555555555555556
"2068";"33002010110P0";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"LITERATURA BRASILEIRA";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"2069";"33002010111P6";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"LETRAS (LITERATURA PORTUGUESA)";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
