"";"CD_PROGRAMA_IES";"ID_PROJETO";"DFPP";"QMP";"DFCP"
"10502";"23002018005P3";412599;1;1;1
"10503";"23002018005P3";413188;2;2;1
"10504";"23002018005P3";413212;1;1;1
"10505";"23002018005P3";413220;2;2;1
"10506";"23002018005P3";413222;1;1;1
"10507";"23002018005P3";413250;1;1;1
"10508";"23002018005P3";415721;3;2;1,5
"10509";"23002018006P0";246329;1;1;1
"10510";"23002018006P0";338452;4;10;0,4
"10511";"23002018006P0";361381;2;2;1
"10512";"23002018006P0";361411;1;2;0,5
"10513";"23002018006P0";363450;1;1;1
"10514";"23002018006P0";363466;1;1;1
"10515";"23002018006P0";363468;1;1;1
"10516";"23002018006P0";364066;1;1;1
"10517";"23002018006P0";364151;1;1;1
"10518";"23002018006P0";364570;1;1;1
"10519";"23002018006P0";366147;1;1;1
"10520";"23002018006P0";366152;1;1;1
"10521";"23002018006P0";410010;1;1;1
"10522";"23002018006P0";411663;1;1;1
"10523";"23002018006P0";413482;1;1;1
"10524";"23002018006P0";414664;1;1;1
"10525";"23002018006P0";414666;1;1;1
"10526";"23002018006P0";414685;1;1;1
"10527";"23002018006P0";414709;3;4;0,75
"10528";"23002018006P0";414928;1;1;1
"10529";"23002018007P6";248584;1;1;1
"10530";"23002018007P6";259754;1;1;1
"10531";"23002018007P6";260109;1;1;1
"10532";"23002018007P6";261395;1;1;1
"10533";"23002018007P6";261410;1;1;1
"10534";"23002018007P6";261763;1;1;1
"10535";"23002018007P6";261772;2;1;2
"10536";"23002018007P6";263166;1;1;1
"10537";"23002018007P6";263174;1;1;1
"10538";"23002018007P6";263178;2;1;2
"10539";"23002018007P6";263479;2;2;1
"10540";"23002018007P6";263958;2;1;2
"10541";"23002018007P6";264600;1;1;1
"10542";"23002018007P6";278169;2;1;2
"10543";"23002018007P6";348321;1;1;1
"10544";"23002018007P6";348322;2;1;2
"10545";"23002018007P6";348324;1;1;1
"10546";"23002018007P6";348325;1;1;1
"10547";"23002018007P6";348326;2;1;2
"10548";"23002018007P6";348376;1;1;1
"10549";"23002018007P6";348377;1;1;1
"10550";"23002018007P6";348378;1;1;1
"10551";"23002018007P6";348379;1;1;1
"10552";"23002018007P6";348395;2;1;2
"10553";"23002018007P6";366360;2;2;1
"10554";"23002018007P6";366616;2;1;2
"10555";"23002018007P6";366621;2;1;2
"10556";"23002018007P6";366638;2;1;2
"10557";"23002018007P6";418511;2;2;1
"10558";"23002018007P6";418522;2;2;1
"10559";"23002018007P6";418528;3;2;1,5
"10560";"23002018007P6";418531;1;1;1
"10561";"23002018007P6";418564;2;2;1
"10562";"23002018007P6";418578;1;1;1
"10563";"23002018007P6";418601;3;2;1,5
"10564";"23002018007P6";418605;2;2;1
"10565";"23002018007P6";418609;3;2;1,5
"10566";"23002018007P6";418610;2;2;1
"10567";"23002018007P6";418633;2;2;1
"10568";"23002018007P6";418646;2;2;1
"10569";"23002018007P6";418657;4;2;2
"10570";"23002018007P6";418660;1;1;1
"10571";"23002018007P6";418677;2;2;1
"10572";"23002018007P6";418680;3;2;1,5
"10573";"23002018007P6";418681;1;1;1
"10574";"23002018007P6";418686;2;1;2
"10575";"23002018008P2";310652;2;2;1
"10576";"23002018008P2";310766;1;1;1
"10577";"23002018008P2";310811;2;2;1
"10578";"23002018008P2";311472;1;1;1
"10579";"23002018008P2";311510;1;1;1
"10580";"23002018008P2";315298;1;1;1
"10581";"23002018008P2";316612;1;1;1
"10582";"23002018008P2";316630;1;1;1
"10583";"23002018008P2";384414;3;1;3
"10584";"23002018008P2";384423;1;1;1
"10585";"23002018008P2";409607;1;1;1
"10586";"23002018008P2";409630;1;1;1
"10587";"23002018008P2";412785;1;1;1
"10588";"23002018008P2";412824;1;1;1
"10589";"23002018008P2";412834;1;1;1
"10590";"23002018008P2";412845;1;1;1
"10591";"23002018008P2";412868;1;1;1
"10592";"23002018008P2";412872;1;1;1
"10593";"23002018008P2";413707;1;1;1
"10594";"23002018008P2";422502;3;1;3
"10595";"23002018009P9";251287;3;3;1
"10596";"23002018009P9";251292;4;3;1,33333333333333
"10597";"23002018009P9";363183;4;3;1,33333333333333
"10598";"23002018009P9";363387;1;1;1
"10599";"23002018009P9";363462;3;4;0,75
"10600";"23002018009P9";363465;1;1;1
"10601";"23002018009P9";363481;3;4;0,75
"10602";"23002018009P9";363496;1;2;0,5
"10603";"23002018009P9";363498;2;2;1
"10604";"23002018009P9";363513;1;2;0,5
"10605";"23002018009P9";363515;2;2;1
"10606";"23002018009P9";365745;1;2;0,5
"10607";"23002018009P9";386588;3;4;0,75
"10608";"23002018009P9";386590;2;3;0,666666666666667
"10609";"23002018009P9";386872;2;2;1
"10610";"23002018009P9";387767;1;1;1
"10611";"23002018009P9";387867;1;1;1
"10612";"23002018009P9";387932;3;4;0,75
"10613";"23002018009P9";387943;1;1;1
"10614";"23002018009P9";387979;2;2;1
"10615";"23002018009P9";388220;1;1;1
"10616";"23002018009P9";388302;1;1;1
"10617";"23002018009P9";389643;4;4;1
"10618";"23002018009P9";390857;2;2;1
"10619";"23002018009P9";392510;1;1;1
"10620";"23002018009P9";394986;2;2;1
"10621";"23002018010P7";301089;1;1;1
"10622";"23002018010P7";301090;2;1;2
"10623";"23002018010P7";302146;2;1;2
"10624";"23002018010P7";316418;2;1;2
"10625";"23002018010P7";333456;1;1;1
"10626";"23002018010P7";390123;1;1;1
"10627";"23002018010P7";390818;2;1;2
"10628";"23002018010P7";395566;1;2;0,5
"10629";"23002018010P7";398451;2;1;2
"10630";"23002018070P0";347587;5;5;1
"10631";"23002018070P0";347589;4;4;1
"10632";"23002018070P0";347621;4;5;0,8
"10633";"23002018070P0";347623;1;1;1
"10634";"23002018070P0";347624;1;1;1
"10635";"23002018070P0";363166;6;4;1,5
"10636";"23002018070P0";363182;1;1;1
"10637";"23002018070P0";363194;1;1;1
"10638";"23002018070P0";363390;1;1;1
"10639";"23002018070P0";363391;1;1;1
"10640";"23002018070P0";363399;1;1;1
"10641";"23002018070P0";363400;1;1;1
"10642";"23002018070P0";363403;1;1;1
"10643";"23002018070P0";363407;1;3;0,333333333333333
"10644";"23002018070P0";365245;1;1;1
"10645";"23002018070P0";365401;4;4;1
"10646";"23002018070P0";365413;2;3;0,666666666666667
"10647";"23002018070P0";365424;3;3;1
"10648";"23002018070P0";365571;1;1;1
"10649";"23002018070P0";365760;4;4;1
"10650";"23002018070P0";365812;1;1;1
"10651";"23002018070P0";365819;2;2;1
"10652";"23002018070P0";365828;2;3;0,666666666666667
"10653";"23002018070P0";366095;3;2;1,5
"10654";"23002018070P0";366110;2;2;1
"10655";"23002018070P0";391483;1;1;1
"10656";"23002018070P0";391489;3;3;1
"10657";"23002018070P0";391503;10;12;0,833333333333333
"10658";"23002018070P0";391524;2;2;1
"10659";"23002018070P0";391549;22;29;0,758620689655172
"10660";"23002018070P0";416973;1;1;1
"10661";"23002018071P6";411433;2;1;2
"10662";"23002018071P6";411437;2;1;2
"10663";"23002018071P6";411452;2;1;2
"10664";"23002018071P6";411605;1;1;1
"10665";"23002018071P6";411606;1;1;1
"10666";"23002018071P6";411615;1;1;1
"10667";"23002018071P6";411636;1;1;1
"10668";"23002018071P6";411777;1;1;1
"10669";"23002018071P6";411785;1;1;1
"10670";"23002018071P6";411788;1;1;1
"10671";"23002018071P6";411806;1;1;1
"10672";"23002018071P6";411833;2;3;0,666666666666667
"10673";"23002018071P6";411837;1;1;1
"10674";"23002018071P6";412927;1;1;1
"10675";"23002018071P6";412953;1;1;1
"10676";"23002018071P6";412956;2;2;1
"10677";"23002018071P6";413018;1;1;1
"10678";"23002018071P6";413024;1;1;1
"10679";"23002018071P6";414460;1;1;1
"10680";"23002018072P2";392744;1;3;0,333333333333333
"10681";"23002018072P2";392745;1;1;1
"10682";"23002018072P2";392751;1;1;1
"10683";"23002018072P2";392752;1;1;1
"10684";"23002018072P2";392774;1;1;1
"10685";"23002018072P2";399410;1;3;0,333333333333333
"10686";"23002018073P9";415445;1;1;1
"10687";"23002018073P9";415455;1;1;1
"10688";"23002018073P9";415456;2;3;0,666666666666667
"10689";"23002018073P9";415457;1;1;1
"10690";"23002018073P9";415458;1;1;1
"10691";"23002018073P9";415459;1;2;0,5
"10692";"23002018073P9";415460;1;1;1
"10693";"23002018073P9";415462;2;3;0,666666666666667
"10694";"23002018074P5";386438;1;1;1
"10695";"23002018074P5";386439;1;1;1
"10696";"23002018074P5";386525;1;1;1
"10697";"23002018074P5";387676;1;1;1
"10698";"23002018074P5";387677;1;1;1
"10699";"23002018074P5";387701;1;1;1
"10700";"23002018074P5";388268;1;1;1
"10701";"23002018074P5";408641;1;1;1
"10702";"23002018074P5";408715;1;2;0,5
"10703";"23002018074P5";408719;1;2;0,5
"10704";"23002018074P5";409214;2;2;1
"10705";"23002018074P5";409216;2;2;1
"10706";"23002018074P5";409226;1;3;0,333333333333333
"10707";"23002018074P5";409243;1;1;1
"10708";"23002018074P5";409245;1;1;1
"10709";"23002018074P5";409262;1;1;1
"10710";"23002018074P5";409264;1;1;1
"10711";"23002018074P5";409276;1;1;1
"10712";"23002018074P5";409372;1;1;1
"10713";"23002018074P5";409393;1;1;1
"10714";"23002018074P5";409394;1;1;1
"10715";"23002018074P5";410281;1;1;1
"10716";"23002018074P5";414609;1;1;1
"10717";"23002018074P5";414617;1;1;1
"10718";"23002018074P5";417471;1;2;0,5
"10719";"23003014011P0";251166;2;3;0,666666666666667
"10720";"23003014011P0";342988;3;5;0,6
"10721";"23003014011P0";343066;4;5;0,8
"10722";"23003014011P0";423278;4;6;0,666666666666667
"10723";"23003014013P2";278149;3;3;1
"10724";"23003014013P2";278804;2;2;1
"10725";"23003014013P2";279178;2;6;0,333333333333333
"10726";"23003014013P2";279186;2;6;0,333333333333333
"10727";"23003014013P2";279379;1;1;1
"10728";"23003014013P2";280252;1;1;1
"10729";"23003014013P2";280375;3;4;0,75
"10730";"23003014013P2";280977;4;5;0,8
"10731";"23003014013P2";283344;3;1;3
"10732";"23003014013P2";283345;3;1;3
"10733";"23003014013P2";283377;3;1;3
"10734";"23003014013P2";283822;1;1;1
"10735";"23003014013P2";284949;2;3;0,666666666666667
"10736";"23003014013P2";290781;1;1;1
"10737";"23003014013P2";290783;1;1;1
"10738";"23003014013P2";290785;1;1;1
"10739";"23003014013P2";383189;2;2;1
"10740";"23003014013P2";94143;1;1;1
"10741";"23003014016P1";252310;1;1;1
"10742";"23003014016P1";252918;2;2;1
"10743";"23003014016P1";255535;2;4;0,5
"10744";"23003014016P1";255540;1;3;0,333333333333333
"10745";"23003014016P1";255543;1;3;0,333333333333333
"10746";"23003014016P1";255754;1;1;1
"10747";"23003014016P1";256690;1;3;0,333333333333333
"10748";"23003014016P1";256727;1;3;0,333333333333333
"10749";"23003014016P1";261430;1;1;1
"10750";"23003014016P1";261468;1;3;0,333333333333333
"10751";"23003014016P1";315787;1;3;0,333333333333333
"10752";"23003014016P1";316034;1;3;0,333333333333333
"10753";"23003014016P1";317866;1;3;0,333333333333333
"10754";"23003014016P1";318161;1;3;0,333333333333333
"10755";"23003014016P1";318166;1;3;0,333333333333333
"10756";"23003014016P1";345301;1;3;0,333333333333333
"10757";"23003014016P1";345312;1;3;0,333333333333333
"10758";"23003014016P1";360190;1;1;1
"10759";"23003014016P1";360232;1;1;1
"10760";"23003014016P1";360252;1;1;1
"10761";"23003014016P1";361274;1;3;0,333333333333333
"10762";"23003014016P1";361275;1;3;0,333333333333333
"10763";"23003014016P1";361277;1;2;0,5
"10764";"23003014016P1";361278;1;2;0,5
"10765";"23003014016P1";361346;1;3;0,333333333333333
"10766";"23003014016P1";361350;1;1;1
"10767";"23003014016P1";361364;1;1;1
"10768";"23003014016P1";361984;1;1;1
"10769";"23003014016P1";362000;1;1;1
"10770";"23003014016P1";362985;1;1;1
"10771";"23003014016P1";362986;1;1;1
"10772";"23003014016P1";377279;1;1;1
"10773";"23003014016P1";378515;1;1;1
"10774";"23003014016P1";381998;1;1;1
"10775";"23003014016P1";394507;1;2;0,5
"10776";"23003014016P1";394538;1;1;1
"10777";"23003014016P1";394570;1;2;0,5
"10778";"23003014016P1";403641;2;2;1
"10779";"23003014016P1";403713;2;2;1
"10780";"23003014016P1";406744;1;1;1
"10781";"23003014016P1";406912;1;1;1
"10782";"23003014016P1";418196;2;4;0,5
"10783";"23003014017P8";332808;2;1;2
"10784";"23003014018P4";264495;2;4;0,5
"10785";"23003014018P4";317314;2;2;1
"10786";"23003014018P4";410517;2;2;1
"10787";"23003014018P4";410531;5;8;0,625
"10788";"23003014018P4";410534;3;4;0,75
"10789";"23003014018P4";410776;2;2;1
"10790";"23003014018P4";410778;3;5;0,6
"10791";"23003014018P4";410796;1;1;1
"10792";"23003014019P0";241650;1;1;1
"10793";"23003014019P0";241801;1;1;1
"10794";"23003014019P0";241832;1;1;1
"10795";"23003014019P0";294946;3;1;3
"10796";"23003014019P0";294986;3;1;3
"10797";"23003014019P0";294990;3;1;3
"10798";"23003014019P0";294991;3;1;3
"10799";"23003014019P0";294993;3;1;3
"10800";"23003014019P0";296075;3;1;3
"10801";"23003014019P0";296076;3;1;3
"10802";"23003014019P0";296089;3;1;3
"10803";"23003014019P0";296101;3;1;3
"10804";"23003014019P0";296173;1;1;1
"10805";"23003014019P0";296187;1;1;1
"10806";"23003014019P0";296210;1;1;1
"10807";"23003014019P0";296212;1;1;1
"10808";"23003014019P0";296374;1;1;1
"10809";"23003014019P0";296390;1;1;1
"10810";"23003014019P0";296445;1;1;1
"10811";"23003014019P0";296446;1;1;1
"10812";"23003014019P0";296452;1;1;1
"10813";"23003014019P0";296488;1;1;1
"10814";"23003014019P0";296511;2;2;1
"10815";"23003014019P0";296559;1;1;1
"10816";"23003014019P0";296570;1;1;1
"10817";"23003014019P0";296578;1;1;1
"10818";"23003014019P0";296638;1;1;1
"10819";"23003014019P0";296647;1;1;1
"10820";"23003014019P0";297226;1;1;1
"10821";"23003014019P0";297235;1;1;1
"10822";"23003014019P0";312967;3;2;1,5
"10823";"23003014019P0";313042;1;1;1
"10824";"23003014019P0";313059;1;1;1
"10825";"23003014019P0";313084;1;1;1
"10826";"23003014019P0";313137;1;1;1
"10827";"23003014019P0";313164;1;1;1
"10828";"23003014019P0";313458;1;1;1
"10829";"23003014019P0";313479;1;1;1
"10830";"23003014019P0";314075;1;1;1
"10831";"23003014019P0";314076;1;1;1
"10832";"23003014019P0";314100;1;1;1
"10833";"23003014019P0";371723;2;2;1
"10834";"23003014019P0";371755;1;1;1
"10835";"23003014019P0";416235;1;1;1
"10836";"23003014019P0";417142;1;1;1
"10837";"23003014019P0";417156;1;1;1
"10838";"23003014051P1";363896;1;3;0,333333333333333
"10839";"23003014051P1";363899;2;3;0,666666666666667
"10840";"23003014051P1";363900;1;2;0,5
"10841";"23003014051P1";363903;1;1;1
"10842";"23003014051P1";363907;1;1;1
"10843";"23003014051P1";363911;1;2;0,5
"10844";"23003014051P1";363916;2;2;1
"10845";"23003014051P1";363919;1;1;1
"10846";"23003014051P1";363923;1;1;1
"10847";"23003014051P1";363925;2;3;0,666666666666667
"10848";"23003014051P1";363956;1;1;1
"10849";"23003014051P1";363958;2;2;1
"10850";"23003014051P1";363963;1;2;0,5
"10851";"23003014051P1";363976;1;2;0,5
"10852";"23003014051P1";364017;1;2;0,5
"10853";"23003014051P1";364022;2;2;1
"10854";"23003014051P1";369545;1;3;0,333333333333333
"10855";"23003014051P1";378014;2;4;0,5
"10856";"23003014051P1";378021;1;1;1
"10857";"23003014051P1";406139;1;1;1
"10858";"23003014072P9";391371;5;4;1,25
"10859";"23003014072P9";391431;2;2;1
"10860";"23003014072P9";392603;1;1;1
"10861";"23003014072P9";392604;1;1;1
"10862";"23003014072P9";392634;2;3;0,666666666666667
"10863";"23003014072P9";392635;3;3;1
"10864";"23003014072P9";392664;1;1;1
"10865";"23003014072P9";392728;3;4;0,75
"10866";"23003014072P9";392729;1;1;1
"10867";"23003014072P9";392742;1;1;1
"10868";"23003014072P9";392750;1;1;1
"10869";"23003014072P9";392771;2;2;1
"10870";"23003014072P9";392772;1;1;1
"10871";"23003014072P9";392908;1;1;1
"10872";"23003014072P9";392950;2;2;1
"10873";"23003014072P9";392959;1;1;1
"10874";"23003014072P9";393028;1;1;1
"10875";"23003014072P9";393073;1;1;1
"10876";"23003014072P9";393090;1;1;1
"10877";"23003014072P9";413325;1;1;1
"10878";"23003014072P9";417038;4;4;1
"10879";"23003014072P9";417072;1;1;1
"10880";"23004010002P7";240621;1;2;0,5
"10881";"23004010002P7";240631;1;1;1
"10882";"23004010002P7";240808;1;1;1
"10883";"23004010002P7";240809;2;1;2
"10884";"23004010002P7";240810;1;1;1
"10885";"23004010002P7";240811;1;1;1
"10886";"23004010002P7";240812;1;1;1
"10887";"23004010002P7";317645;1;1;1
"10888";"23004010002P7";320008;4;2;2
"10889";"23004010002P7";329158;3;1;3
"10890";"23004010002P7";331524;1;1;1
"10891";"23004010002P7";358654;3;1;3
"10892";"23004010002P7";363107;1;1;1
"10893";"23004010003P3";244590;2;1;2
"10894";"23004010003P3";244911;2;1;2
"10895";"23004010003P3";245725;1;1;1
"10896";"23004010003P3";245728;1;1;1
"10897";"23004010003P3";246313;3;2;1,5
"10898";"23004010003P3";246433;1;1;1
"10899";"23004010003P3";246435;1;1;1
"10900";"23004010003P3";246438;1;1;1
"10901";"23004010003P3";379011;1;1;1
"10902";"23004010003P3";379058;1;1;1
"10903";"23004010003P3";379114;1;1;1
"10904";"23004010003P3";379326;1;1;1
"10905";"23004010003P3";423396;2;2;1
"10906";"23004010003P3";423401;1;1;1
"10907";"23004010003P3";423403;1;2;0,5
"10908";"23004010003P3";423411;3;2;1,5
"10909";"23004010003P3";423413;1;1;1
"10910";"23004010004P0";264564;1;1;1
"10911";"23004010004P0";264565;1;1;1
"10912";"23004010004P0";341412;1;1;1
"10913";"23004010004P0";94385;1;1;1
"10914";"23004010004P0";94392;1;1;1
"10915";"23004010004P0";94394;1;1;1
"10916";"23004010005P6";365633;1;1;1
"10917";"23004010005P6";365637;1;1;1
"10918";"23004010005P6";365658;1;1;1
"10919";"23004010005P6";365726;3;1;3
"10920";"23004010005P6";366651;1;1;1
"10921";"23004010005P6";366702;3;1;3
"10922";"23004010005P6";366719;1;1;1
"10923";"23004010005P6";419897;1;1;1
"10924";"23004010007P9";423774;1;1;1
"10925";"23004010007P9";424081;1;1;1
"10926";"23004010008P5";417582;1;1;1
"10927";"23004010008P5";417904;1;1;1
"10928";"23004010008P5";417909;4;2;2
"10929";"23004010008P5";417932;1;1;1
"10930";"23004010008P5";417938;1;1;1
"10931";"23004010008P5";417941;4;2;2
"10932";"23004010008P5";417977;1;1;1
"10933";"23004010008P5";417981;2;2;1
"10934";"23004010008P5";418002;1;1;1
"10935";"23004010008P5";418004;1;1;1
"10936";"23004010008P5";418008;2;2;1
"10937";"23004010008P5";418036;5;3;1,66666666666667
"10938";"23004010008P5";418046;1;1;1
"10939";"23004010008P5";418069;1;1;1
"10940";"23004010008P5";418070;3;1;3
"10941";"23004010008P5";418081;2;1;2
"10942";"23004010008P5";418154;6;3;2
"10943";"23004010008P5";422058;3;1;3
"10944";"23004010008P5";422060;5;3;1,66666666666667
"10945";"23004010008P5";422072;1;1;1
"10946";"23009004001P7";371015;2;2;1
"10947";"23009004001P7";371025;1;2;0,5
"10948";"23009004001P7";371034;1;3;0,333333333333333
"10949";"23009004001P7";371040;2;3;0,666666666666667
"10950";"23009004001P7";371041;2;2;1
"10951";"23009004001P7";404323;2;2;1
"10952";"23009004001P7";404325;1;3;0,333333333333333
"10953";"23009004001P7";404342;1;2;0,5
"10954";"23009004001P7";404352;1;1;1
"10955";"23009004001P7";404355;1;2;0,5
"10956";"23009004001P7";419304;1;1;1
"10957";"23009004001P7";419305;1;2;0,5
"10958";"23009004001P7";419307;1;1;1
"10959";"23009004001P7";419321;1;1;1
"10960";"23009004002P3";366394;2;4;0,5
"10961";"23009004002P3";366395;2;6;0,333333333333333
"10962";"23009004002P3";372919;5;3;1,66666666666667
"10963";"23009004002P3";372920;5;4;1,25
"10964";"23009004002P3";374646;2;6;0,333333333333333
"10965";"23009004002P3";376360;1;2;0,5
"10966";"23009004002P3";381419;1;3;0,333333333333333
"10967";"23009004002P3";381447;3;2;1,5
"10968";"23009004002P3";381458;2;3;0,666666666666667
"10969";"23009004002P3";382264;2;2;1
"10970";"23009004002P3";382269;2;3;0,666666666666667
"10971";"23009004002P3";419475;2;2;1
"10972";"24001015056P3";253437;2;1;2
"10973";"24001015056P3";253447;1;1;1
"10974";"24001015056P3";253450;1;1;1
"10975";"24001015056P3";302647;2;1;2
"10976";"24001015056P3";302699;1;1;1
"10977";"24001015056P3";302700;1;1;1
"10978";"24001015056P3";302708;1;1;1
"10979";"24001015056P3";302709;1;1;1
"10980";"24001015056P3";343817;1;1;1
"10981";"24001015056P3";343836;1;1;1
"10982";"24001015056P3";343921;1;2;0,5
"10983";"24001015056P3";343927;1;2;0,5
"10984";"24001015058P6";257484;2;1;2
"10985";"24001015058P6";269501;1;8;0,125
"10986";"24001015058P6";329666;1;5;0,2
"10987";"24001015058P6";344847;1;1;1
"10988";"24003018001P7";285566;1;1;1
"10989";"24003018001P7";286210;1;1;1
"10990";"24003018001P7";286259;1;2;0,5
"10991";"24003018001P7";286382;1;5;0,2
"10992";"24003018001P7";286404;1;3;0,333333333333333
"10993";"24003018001P7";287818;2;3;0,666666666666667
"10994";"24003018001P7";287907;2;3;0,666666666666667
"10995";"24003018001P7";305859;1;1;1
"10996";"24003018001P7";309935;2;2;1
"10997";"24003018001P7";319486;1;1;1
"10998";"24003018001P7";319507;1;3;0,333333333333333
"10999";"24003018001P7";319624;1;2;0,5
"11000";"24003018001P7";324343;1;1;1
"11001";"24003018001P7";358549;1;1;1
"11002";"24003018001P7";397512;1;3;0,333333333333333
"11003";"24003018001P7";397572;1;3;0,333333333333333
"11004";"24003018001P7";397892;1;2;0,5
"11005";"24003018001P7";397920;1;1;1
"11006";"24003018001P7";397930;2;2;1
"11007";"24003018001P7";397971;1;1;1
"11008";"24003018001P7";403741;1;1;1
"11009";"24003018001P7";423472;1;1;1
"11010";"24004014005P9";96948;4;4;1
"11011";"24004014006P5";423161;1;2;0,5
"11012";"24004014006P5";423189;1;1;1
"11013";"24004014006P5";423206;1;1;1
"11014";"24004014006P5";423230;1;1;1
"11015";"24004014007P1";264804;1;1;1
"11016";"24004014007P1";264819;1;1;1
"11017";"24004014007P1";287397;1;1;1
"11018";"24004014007P1";311739;1;2;0,5
"11019";"24004014007P1";332426;1;1;1
"11020";"24004014007P1";365844;1;1;1
"11021";"24004014007P1";399674;3;4;0,75
"11022";"24004014007P1";403499;1;1;1
"11023";"24004014008P8";246892;4;4;1
"11024";"24004014008P8";265840;1;1;1
"11025";"24004014008P8";377675;2;2;1
"11026";"24004014008P8";377686;2;2;1
"11027";"24004014008P8";382600;3;3;1
"11028";"24004014008P8";410298;1;1;1
"11029";"24004014008P8";410429;1;1;1
"11030";"24004014008P8";423068;2;2;1
"11031";"24004014008P8";423073;3;3;1
"11032";"24004014009P4";263159;2;1;2
"11033";"24004014009P4";263160;2;2;1
"11034";"24004014009P4";267134;3;2;1,5
"11035";"24004014009P4";267135;1;1;1
"11036";"24004014009P4";267137;2;1;2
"11037";"24004014009P4";374648;1;1;1
"11038";"24004014009P4";398400;1;1;1
"11039";"24004014009P4";398434;2;2;1
"11040";"24004014009P4";398437;1;1;1
"11041";"24004014009P4";398438;1;1;1
"11042";"24004014009P4";398447;2;2;1
"11043";"24004014009P4";398877;1;1;1
"11044";"24004014009P4";398893;1;1;1
"11045";"24004014009P4";399525;2;1;2
"11046";"24004014009P4";399527;2;2;1
"11047";"24004014009P4";400043;2;2;1
"11048";"24004014009P4";400050;2;1;2
"11049";"24004014009P4";400080;1;1;1
"11050";"24004014009P4";400119;1;1;1
"11051";"24004014009P4";400704;1;1;1
"11052";"24004014009P4";400730;1;1;1
"11053";"24004014009P4";400755;3;4;0,75
"11054";"24004014009P4";400811;1;1;1
"11055";"24004014009P4";405500;1;1;1
"11056";"24004014009P4";405503;1;1;1
"11057";"24004014009P4";421090;4;5;0,8
"11058";"24004014009P4";421181;2;1;2
"11059";"24004014009P4";421192;2;1;2
"11060";"24004014009P4";421207;1;2;0,5
"11061";"24004014009P4";421209;1;1;1
"11062";"24004014009P4";421236;1;1;1
"11063";"24004014009P4";421274;1;1;1
"11064";"24004014009P4";421309;3;2;1,5
"11065";"24004014009P4";421394;1;1;1
"11066";"24004014009P4";421405;1;1;1
"11067";"24004014009P4";421466;2;1;2
"11068";"24004014009P4";97091;1;1;1
"11069";"24004014010P2";294370;1;2;0,5
"11070";"24004014010P2";294451;1;2;0,5
"11071";"24004014010P2";297577;1;1;1
"11072";"24004014010P2";297598;1;1;1
"11073";"24004014010P2";297722;1;3;0,333333333333333
"11074";"24004014010P2";297898;4;3;1,33333333333333
"11075";"24004014010P2";388895;1;2;0,5
"11076";"24004014010P2";388908;1;1;1
"11077";"24004014010P2";388909;1;1;1
"11078";"24004014012P5";259441;2;2;1
"11079";"24004014012P5";259462;2;2;1
"11080";"24004014012P5";259491;2;3;0,666666666666667
"11081";"24004014012P5";265945;2;1;2
"11082";"24004014012P5";283008;2;2;1
"11083";"24004014012P5";363352;1;1;1
"11084";"24004014012P5";376490;4;4;1
"11085";"24004014012P5";376491;3;3;1
"11086";"24004014012P5";376512;1;1;1
"11087";"24004014012P5";376514;3;3;1
"11088";"24004014012P5";377464;2;2;1
"11089";"24004014012P5";382457;1;1;1
"11090";"24004014012P5";406221;1;1;1
"11091";"24004014013P1";350356;1;1;1
"11092";"24004014013P1";350359;1;1;1
"11093";"24004014013P1";379160;1;1;1
"11094";"24004014013P1";379183;2;1;2
"11095";"24004014013P1";379202;1;1;1
"11096";"24004014013P1";379212;1;1;1
"11097";"24004014014P8";259115;1;1;1
"11098";"24004014014P8";259123;1;1;1
"11099";"24004014014P8";423849;1;1;1
"11100";"24004014014P8";423884;1;1;1
"11101";"24004014014P8";423916;2;2;1
"11102";"24004014014P8";424453;1;1;1
"11103";"24004014014P8";424567;2;1;2
"11104";"24004014014P8";424925;1;1;1
"11105";"24004014015P4";283303;1;2;0,5
"11106";"24004014015P4";283407;2;2;1
"11107";"24004014015P4";293954;2;1;2
"11108";"24004014015P4";377266;2;2;1
"11109";"24004014015P4";392080;1;1;1
"11110";"24004014015P4";392105;1;1;1
"11111";"24004014015P4";392107;2;1;2
"11112";"24004014015P4";392122;1;1;1
"11113";"24004014015P4";392124;1;1;1
"11114";"24004014015P4";392125;1;1;1
"11115";"24004014015P4";392126;2;1;2
"11116";"24004014015P4";392127;2;1;2
"11117";"24004014015P4";400551;1;1;1
"11118";"24004014015P4";400918;2;1;2
"11119";"24004014015P4";402720;1;1;1
"11120";"24004014015P4";402726;1;1;1
"11121";"24004014015P4";408915;1;1;1
"11122";"24004014015P4";410788;2;4;0,5
"11123";"24004014015P4";410836;1;1;1
"11124";"24004014015P4";420898;1;1;1
"11125";"24004014016P0";290765;1;1;1
"11126";"24004014016P0";290782;1;1;1
"11127";"24004014016P0";290793;3;3;1
"11128";"24004014016P0";290799;1;1;1
"11129";"24004014016P0";290801;1;1;1
"11130";"24004014016P0";291105;1;1;1
"11131";"24004014016P0";291150;1;1;1
"11132";"24004014016P0";291165;1;2;0,5
"11133";"24004014016P0";291174;1;1;1
"11134";"24004014016P0";291176;1;2;0,5
"11135";"24004014016P0";291178;1;1;1
"11136";"24004014016P0";291182;2;2;1
"11137";"24004014016P0";291208;1;1;1
"11138";"24004014016P0";410881;2;3;0,666666666666667
"11139";"24004014016P0";413564;2;4;0,5
"11140";"24004014016P0";413804;4;5;0,8
